re,f_re,R,F1,F2,F3,F4,delta_f,F4_pred,F4_act/pred,ulp_f,F1/ulp,F4/ulp
2.143103448275862,0.0667739340305713,0.2584065286144514,-1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,1.0741050454278917e-16,1.0336261144578056,1.3877787807814457e-17,-1.0,8.0
2.1482758620689655,0.0690208667736757,0.2627182269536617,0.0,0.0,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0564769691645509e-16,1.0508729078146468,1.3877787807814457e-17,0.0,-8.0
2.153448275862069,0.07125700560448367,0.2669400786777506,1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-2.7755575615628914e-17,-5.1988400829714625e-17,1.0677603147110024,1.3877787807814457e-17,1.0,-4.0
2.1586206896551725,0.07348242811501604,0.27107642486025235,0.0,0.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,5.1195111544535287e-17,1.0843056994410094,1.3877787807814457e-17,0.0,4.0
2.163793103448276,0.07569721115537842,0.2751312616831799,1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-4.163336342344337e-17,-7.566091030285239e-17,0.7336833644884798,1.3877787807814457e-17,1.0,-4.0
2.1689655172413795,0.07790143084260737,0.2791082779901151,1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-4.163336342344337e-17,-7.45828173267542e-17,0.7442887413069736,1.3877787807814457e-17,1.0,-4.0
2.174137931034483,0.08009516256938942,0.2830108877223444,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,2.4518116457465838e-17,2.264087101778755,1.3877787807814457e-17,0.0,4.0
2.179310344827586,0.08227848101265822,0.2868422580664471,0.0,0.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,4.8381252822935396e-17,1.1473690322657883,1.3877787807814457e-17,0.0,4.0
2.18448275862069,0.08445146014206795,0.29060533398764027,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,-2.3877379704951825e-17,-0.0,1.3877787807814457e-17,0.0,0.0
2.189655172413793,0.08661417322834652,0.2943028597012719,1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,9.430956819040709e-17,1.1772114388050876,1.3877787807814457e-17,1.0,8.0
2.194827586206897,0.08876669285153194,0.29793739753769066,-1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-1.3877787807814457e-17,-2.3289771479692882e-17,2.3834991803015253,1.3877787807814457e-17,-1.0,-4.0
2.2,0.09090909090909094,0.3015113445777637,1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-4.163336342344337e-17,-6.904112261803401e-17,0.8040302522073698,1.3877787807814457e-17,1.0,-4.0
2.227586206896552,0.10216718266253877,0.3196360159033064,-1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-2.7755575615628914e-17,-4.341747211619809e-17,1.2785440636132257,1.3877787807814457e-17,-1.0,-4.0
2.2551724137931037,0.11314984709480136,0.3363775365490409,-1.3877787807814457e-17,0.0,0.0,0.0,2.7755575615628914e-17,4.125658315412271e-17,0.0,1.3877787807814457e-17,-1.0,0.0
2.2827586206896555,0.12386706948640491,0.35194753797463185,1.3877787807814457e-17,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-7.886282079242594e-17,0.7038950759492637,1.3877787807814457e-17,1.0,-4.0
2.310344827586207,0.13432835820895517,0.3665083330689156,2.7755575615628914e-17,0.0,0.0,0.0,-2.7755575615628914e-17,-3.786486296671726e-17,-0.0,2.7755575615628914e-17,1.0,0.0
2.3379310344827586,0.14454277286135697,0.38018781261549794,0.0,0.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,3.6502453122687877e-17,1.5207512504619918,2.7755575615628914e-17,0.0,2.0
2.3655172413793104,0.15451895043731778,0.39308898539302495,0.0,0.0,0.0,-5.551115123125783e-17,-2.7755575615628914e-17,-3.530444332836986e-17,1.5723559415720998,2.7755575615628914e-17,0.0,-2.0
2.393103448275862,0.1642651296829971,0.40529634797638764,-2.7755575615628914e-17,0.0,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,-6.848217546052485e-17,1.6211853919055506,2.7755575615628914e-17,-1.0,-4.0
2.420689655172414,0.1737891737891738,0.41688028711990427,2.7755575615628914e-17,0.0,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-6.657924702408818e-17,0.8337605742398085,2.7755575615628914e-17,1.0,-2.0
2.4482758620689657,0.18309859154929586,0.4279002121398117,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.7755575615628914e-17,0.0,0.0
2.4758620689655175,0.19220055710306416,0.4384068397083514,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,N/A,2.7755575615628914e-17,-1.0,0.0
